state,today,total
Mushahari Bhushan Ji Ward 3,0,249
Mushahari Bodh Braham Chousima,0,340
Mushahari CHC For WWD 2,0,86
Mushahari CHC for FLW,0,"5,795"
Mushahari HS Bangra,0,304
Mushahari HS Pir Mohammad,0,301
Mushahari HSC BHAGAWANPUR,0,9
Mushahari HSC Bhikhanpur,0,380
Mushahari HSC Chhpramegh,0,354
Mushahari HSC Dharampur,0,486
Mushahari HSC Madhopur,0,535
Mushahari HSC Manika,0,92
Mushahari HSC Patahi,0,"1,985"
Mushahari HSC Patahi Rup,0,106
Mushahari HSC Rohua,0,194
Mushahari HSC Sagahari,0,93
Mushahari HSC Shahbajpur,0,94
Mushahari HSC Susta,0,216
Mushahari HWC Narouli Dih,0,272
Mushahari Hat,0,300
Mushahari Khujali Pur AWW 124,0,201
Mushahari M S Akwarpur,0,82
Mushahari MS Babatola Chprmegh,0,370
Mushahari MS Mominpuar,0,405
Mushahari MS Mushahari Faram,0,272
Mushahari MS NARAULI,0,"1,390"
Mushahari MS Naygawn,0,191
Mushahari MS Prahladpur,0,"1,430"
Mushahari MS Raushanpur,0,7
Mushahari Mai Sthan Madanpur C,0,203
Mushahari Mukhiya G Office Baj,0,211
Mushahari Nawda,0,16
Mushahari Other Income Tax,0,43
Mushahari Other JLN Stadium,0,281
Mushahari P Smiti Office 13A,0,202
Mushahari PB Chhapramegh,0,769
Mushahari PB Dumari,0,948
Mushahari PB Kanhauli,0,201
Mushahari PB Narouli,0,229
Mushahari PB Patahi,0,212
Mushahari PB Rajwara Hat,0,683
Mushahari PB Salaha(Dr Sahmad),0,699
Mushahari PDS Ramlal Sah Awas,0,725
Mushahari PS ANJAR TOLA,0,141
Mushahari PS Bathana Jhapha,0,144
Mushahari PS Dumari,0,52
Mushahari PS MOHAN SAHANI TOLA,0,"1,205"
Mushahari PS Mushahari,0,147
Mushahari PS Rajpunas C Tola,0,233
Mushahari PS Raushanpur Chakki,0,19
Mushahari Paics Goddam Tarrora,0,783
Mushahari Pakri Ismail Durga M,0,99
Mushahari Pan S Lalu G Ke PASS,0,220
Mushahari Prf Jainandan Sahani,0,204
Mushahari S APHC Pakri Ismail,0,357
Mushahari S APHC Shekhpur,0,"3,209"
Mushahari S APHC Sherpur,0,"2,559"
Mushahari S BPCL DEPOT,0,222
Mushahari S Bara Jagarnath,0,364
Mushahari S CHC,0,"18,815"
Mushahari S ChhitBhagwatipur,0,590
Mushahari S Chhitbhagawatipur,0,509
Mushahari S D Appu Ji Market,0,150
Mushahari S HSC Dronpur,0,611
Mushahari S HSC Gobarsahi,0,"9,498"
Mushahari S HSC Narauli Dih,0,"1,045"
Mushahari S HSC Raghunathpur,0,"1,824"
Mushahari S MS Bankul Chhapra,0,745
Mushahari S MS Majholiya,0,445
Mushahari S MS Sahbajpur,0,654
Mushahari S PB Barajagranath,0,142
Mushahari S PB Dumari,0,923
Mushahari S PB Neuri,0,"1,136"
Mushahari S PB RAJWARA BHAGWAN,0,415
Mushahari S PB Sherpur,0,197
Mushahari S PS Chaklehad,0,"1,119"
Mushahari S PS Dumari,0,286
Mushahari S PS Gobarsahi,0,"1,966"
Mushahari S Prabhat N AWC 61,0,164
Mushahari S Prakash Jha Mall,0,247
Mushahari S Rohua Math,0,"1,481"
Mushahari S Shakti DharamKanta,0,909
Mushahari S Shiv Mandir Khabra,0,"2,337"
Mushahari S UMS Dighara,0,"1,236"
Mushahari S UMS Salha,0,529
Mushahari S UMS Sutihara,0,"1,743"
Mushahari SB Jalalpur,0,144
Mushahari Sakti Dharmasala,0,7
Mushahari Sherpur Thakurwari,0,174
Mushahari Tirhut Academy,0,20
Mushahari UBGB Barajngnath,0,595
Mushahari UMS Kothiya Dakhil,0,155
Mushahari UMS Patahirup,0,266
Mushahari UMS Sahbajpur,0,425
Mushahari Uttam Clf,0,17
Mushahri PS YADAV NAGAR,0,"1,547"
Mushari UMS Gangapur Hindi,0,166
Muz Pvt WS PMCH Reliance,0,501
Nilkanth Chowk Dilar Ke Dukan,0,70
Niteswar Madh Vidhyal Maripur,0,86
P Bhawan Bariyarpur East,0,100
P Bhawan Bariyarpur South,0,99
P Bhawan Brahmpur Karman,0,653
P Bhawan Kamalpur Bithraul,0,35
P Bhawan Mahamadpur Mahmada,0,38
P Bhawan Mahima Gopinathpur,0,23
P Bhawan Manguraha Tajpur,0,150
PANCHAYAT BHAWAN Dharharwa,0,"1,493"
PAR ALAWALPUR SCH KORI NIJAMAT,0,190
PAR APHC DEORIYA EAST,0,451
PAR APHC PANDEH,0,211
PAR ASTHYAM BHAWAN DUK SAR RP,0,208
PAR AWC-23 MUHABBATPUR,0,200
PAR AWC-98 DUMRI,0,269
PAR AWC275 MUSHARTOLA BAIJLPUR,0,210
PAR FATEHPUR SCHOOL MANGURAIYA,0,275
PAR GANGOI AWC-261 BPUR SIMRA,0,210
PAR GIRL HIGH SCHOL FATHEHABAD,0,220
PAR HEALTH SUB CENT NEKNAMPUR,0,114
PAR HEALTH SUB CENTER CHOCHAHI,0,255
PAR HEALTH SUB CENTRE BAJITPUR,0,220
PAR HIGH SCHOOL KHUTAHI,0,190
PAR KANYA VIDAYALYA KATARU,0,212
PAR KUS TOL BADADAUD SCH AN KH,0,170
PAR KUSH TOLA SCHOOL JAFARPUR,0,433
PAR M GOKULA MS PANDEY,0,10
PAR M VIDY MALAH TOLA DHARFARI,0,522
PAR M VIDY SOHASA CHANDKEWARI,0,203
PAR M1 GYASPUR PANCHAYAT,0,435
PAR M1 HIRAPUR PANCHAYAT,0,81
PAR M1 JAGDISHPUR BAYA,0,100
PAR M1 KAMALPURA PANCHAYAT,0,521
PAR M1 KATAROO SALAHPUR CHHAP,0,238
PAR M1 MOHABBATPUR PANCHAYAT,0,500
PAR M1 MOHJAMMA PANCHAYAT,0,809
PAR M1 PAROO BABU TOLA,0,189
PAR M1 URB BALUGHAT WARD 15,0,113
PAR M1 URB TE JOGIYA MATH,0,225
PAR M1 USTI PANCHAYAT,0,456
PAR M1 VISHUNPUR JIVNARAYAN,0,10
PAR MID SCH JAGDISHPUR DHARMU,0,211
PAR MOAHAMMADPUR SCHOOL CH PUR,0,205
PAR MOTICHAPRA MIDDLE SCHOOL,0,193
PAR MUJA SCHOOL DEORIYA WEST,0,210
PAR NEAR MANDIR SAMU BHAW PHC,0,208
PAR PAN BHAW VISHUNPUR SARAIYA,0,221
PAR PANCHAYAT BHAWAN BAHDINPUR,17,253
PAR PANCHAYAT BHAWAN MALAHI,0,210
PAR PANCHAYAT BHAWAN MOHJAMMA,0,433
PAR PRIM SCHOL W06 PAROO SOUTH,0,223
PAR PURWI TOL SCH W6 KAMALPURA,0,211
PAR S BS Kaji Muhammadpur,0,79
PAR S Bajitpur AWC 228,0,99
PAR S HSC Chintawanpur,0,233
PAR S Kataru Kharwa Tola,0,360
PAR S MS Kataru,0,100
PAR S MS Kotwara,0,308
PAR S MS Singahi,0,31
PAR S PS Chand Kewari,0,187
PAR S PS Madhopur,0,20
PAR S Paroo Block Campus,0,60
PAR S Saraiya HSC Brahampura,0,58
PAR S UMS Saraiya,0,62
PAR SAMUDBHAWAN W7 PARO NORTH,0,140
PAR SOTH MATH MANDIR BAIJALPUR,0,211
PAR U VID MADHOPUR BUJURG USTI,0,178
PAR UMS GYASPUR SOUTH GYASPUR,0,210
PAR URDU SCHOOL SARAIYA BAZAR,0,136
PAROO ANANDPUR KHARAUNI,0,"1,005"
PAROO BAHLOLPUR MS,0,152
PAROO BAIJALPUR PS,0,"1,624"
PAROO BAJITPUR AWC 229,0,502
PAROO BHATAULIYA,0,331
PAROO BISHUNPUR SARAIYA HS,0,183
PAROO BISHUNPUR SARAIYA MS,0,"1,645"
PAROO BUDHANPUR MS,0,42
PAROO CHAKKI SOHAGPUR HM,0,155
PAROO CHAKKI SOHAGPUR S.BHAWAN,0,121
PAROO CHAKKI SOHAGPUR S.M.,0,190
PAROO CHAKKI SOHAGPUR UMV,0,160
PAROO CHANDKEWARI AWC 03,0,220
PAROO CHINTAWANPUR SCHOOL,0,166
PAROO DHARFARI KANYA MS,0,496
PAROO FATEHABAD MS,0,921
PAROO FATEHABAD PS,0,261
PAROO GYASHPUR P B,0,720
PAROO GYASPUR UMV,0,454
PAROO H S MAHAMMADPUR BARAN,0,18
PAROO HS KARAMWARI,0,130
PAROO HSC DELUA,0,"1,097"
PAROO HSC FULWARIYA,0,44
PAROO HSC MANGURAHIYA,0,"1,611"
PAROO JAFARPUR PB,0,"1,396"
PAROO JAGARNATHPUR NAGWA,0,164
PAROO JAGDISHPUR BAYA,0,540
PAROO JAGDISHPUR DHARMO,0,420
PAROO KHUTAHI AWC 63,0,140
PAROO KHUTAHI URDU SCHOOL,0,102
PAROO KOIRIYA NIJAMAT MS,0,554
PAROO M RBSK PB,0,204
PAROO M1 BISHUNPUR SARAIYA,0,151
PAROO MATHURAPUR AWC 153,0,255
PAROO MOHBBATPUR AWC 16,0,516
PAROO MOHBBATPUR AWC 20,0,439
PAROO NORTH (MAJHAULIYA NORTH),0,680
PAROO PANDEH FULWARIYA SB,0,600
PAROO PS KASWA,0,174
PAROO RMS BANGRA,0,562
PAROO RUSTAMPUR PS,0,109
PAROO S AWC - 52 BAIJALPUR,0,200
PAROO S HSC BISHUNPUR JIVNARAN,0,330
PAROO S HSC JAFARPUR,0,"1,144"
PAROO S PB BAHDINPUR,0,"1,440"
PAROO S PB JAYMAL DUMRI,0,"1,499"
PAROO S PB MANGORAHIYA,0,295
PAROO SAMUDAYAK BHAWAN DAKSHNI,0,"3,550"
PAROO SARAIYA URDU SCHOOL,0,369
PAROO SOUTH GOPALPUR SCHOOL,0,219
PAROO SOUTH MAJHAULIYA,0,790
PB Amrakh,0,990
PB Basauli,0,314
PB Chadhua,0,326
PB Dariyapur Kafen,0,48
PB Goraiya,0,119
PB Jhakhra Sheikh,0,24
PB Kharauna,0,20
PB Madhepura,0,"1,080"
PB Maricha,0,33
PB Rajla,0,912
PB Rasulpur,0,97
PB Ratnauli,0,46
PB Ratwara,0,515
PHC Marwan,0,"2,721"
PNT Colony Ke Piche,0,60
PS Anyaypur,0,103
PS Bishambharpatti,0,520
PS Ratmaniya,0,716
Pakki Sarai Near Muslim Club,0,10
Panchayat Bhawan Baruraj West,0,126
Panchayat Bhawan Bashghat,0,369
Panchayat Bhawan Hardi,0,877
Panchayat Bhawan Harnahi,0,150
Panchayat Bhawan Harpur,0,87
Panchayat Bhawan Jahagirpur,0,314
Panchayat Bhawan Jatauliya,0,50
Panchayat Bhawan Mirapur,0,268
Panchayat Bhawan Morsandi,0,30
Panchayat Bhawan Parsauninath,0,60
Panchayat Bhawan Patti Aswari,0,138
Panchayat Bhawan Thikahan,0,250
Par AWC-73 TATWA TOLA,0,201
Par GADHA SCHOOL WARD NO-11,0,220
Par KHUTAHI MIDDLE SCHOOL,0,180
Par Kataru SHIV MANDIR,0,182
Par NEAR MANDIR SAMUDAIKE BHAW,0,189
Par PAROO MATHIYA SCHOOL,0,111
Par PRATHMIK VIDYALYA THENGPUR,0,236
Par PS BISHUNPUR GOPAL,0,250
Par S Bahdinpur AWC 150,0,220
Par S Bhagwanpur Simra,0,443
Par S Kataru AWC 69,0,220
Par S MS Fanda Chintawanpur,0,190
Par S Mahamadpur Seikh MS,0,220
Par S Nawin PS Chandkewari,0,201
Par S PB Deoria East,0,222
Par S PB Jagdisapur Baya,0,194
Par S PB Malahi,0,462
Par S Salahpur AWC 21,0,207
Par TARWA MAJHOLIYA PS,0,161
Parasnath Middle School,0,"17,381"
Paroo 18 Plus MSB Paroo North,0,"8,899"
Paroo APHC Sarmastpur,0,256
Paroo Bahlolpur AWC 329,0,12
Paroo Bandi School Mohhabatpur,0,187
Paroo Bhataulia Urdu School,0,221
Paroo Block Campus,0,153
Paroo CHC For WWD 1,0,27
Paroo CHC For WWD 2,0,47
Paroo CHC Plus,0,"1,799"
Paroo Chhap High School,0,178
Paroo DAMODHERPUR AWC 254,0,10
Paroo Devariya East AWC 198,0,11
Paroo Gariba Itta Bhatthi,0,41
Paroo HSC Bahddinpur,0,9
Paroo HSC Bara Daud,0,35
Paroo HSC Bhikhanpura,0,405
Paroo HSC Chakki Sohagpur,0,266
Paroo HSC Chiutahan,0,254
Paroo HSC Chochahi,0,"2,104"
Paroo HSC Fatehabad,0,"1,277"
Paroo HSC Gyaspur,0,"1,498"
Paroo HSC Lalu Chhapra,0,"1,761"
Paroo HSC Raghunathpur,0,"1,598"
Paroo MS Alawalpur,0,533
Paroo MS Mohhabbatpur,0,253
Paroo Malahi AWC 252,0,123
Paroo Mang Fatehpur School,0,206
Paroo Mauni Baba Sthan,0,34
Paroo Middle School Usti,0,"1,413"
Paroo Mohjamma Urdu School,0,244
Paroo Motichhapra,0,93
Paroo PB Bhagwanpur Simra,0,58
Paroo PB Kamalpura,0,"1,633"
Paroo PB Mangurahiya,0,334
Paroo PS BARADAUD,0,811
Paroo PS Chintawanpur,0,255
Paroo PS Jaimal Dumari,0,136
Paroo Pandeh Bhram Sthan,0,674
Paroo S APHC Daudpur,0,"3,507"
Paroo S APHC Deoria,0,"5,639"
Paroo S APHC Gokhula,0,"2,211"
Paroo S B Jamuna,0,24
Paroo S CHC,0,"5,514"
Paroo S Dharfari APHC,0,752
Paroo S HSC BABHANGAON,0,261
Paroo S HSC Neknampur,0,"1,116"
Paroo S MSB Paroo East,0,"3,758"
Paroo S Malahi AWC 252,0,251
Paroo SARAIYA BAZAR,0,453
Paroo SM Kataru,0,"1,374"
Paroo UMS Chintawanpur,0,234
Paroo UMS Jaimal Dumari,0,221
Pilkhi MCH,0,463
Prasad Hospital,0,867
Prashant Hospital,0,"3,844"
Primary School Ali Neura Chowk,0,"1,938"
Purani Gudari Salam Area,0,40
Quraishi Vivha Bhawan Maharaji,0,90
RB TE3 18-45 W10 MARIPUR P HOU,0,150
RB TE3 18-45 W12 AD PARAS MAL,0,150
RBSK 1 AUR ALAMPUR SIMRI,0,360
RBSK 1 AURAI DHARHARWA,0,667
RBSK 1 BAN HTHA PANCHAYAT,0,357
RBSK 1 BOC DEVGAN,0,4
RBSK 1 KANTI SADATPUR,0,147
RBSK 1 MAR BHATOUNA WARD 1-14,0,28
RBSK 1 MOT CHATARPATTI,0,8
RBSK 1 MOT PARSOUNI NATH,0,20
RBSK 1 MUR MADMAHPUR,0,330
RBSK MOTIPUR AWC 11 MAHMADPUR,0,16
RBSK P.S. MAUNA. Banshghat,0,13
Ram Krishna High School,0,"1,237"
RamBagh Chauri,0,60
Rasulpur Jilani Majhauliya,0,62
Red Cross,0,48
Red Cross 1,0,"1,484"
SAB TE Bada Dhih,0,180
SAHEB M 1 BASANTPUR CHAINPUR,0,30
SAHEB M1 AHIYAPUR BHATANDI,0,10
SAHEB M1 AHIYAPUR PANCHAYAT,0,28
SAHEB M1 GULABPATTI PANCHAYAT,0,40
SAHEB M1 HALIMPUR PANCHAYAT,0,140
SAHEB M1 HUSEPUR RATTI,0,118
SAHEB M1 PAHARPUR MANORATH,0,339
SAHEB M1 PARSOUNI RAISI,0,105
SAHEB M1 PRATAPPATTI PANCHAYAT,0,34
SAHEB M1 SAHEBGANJ RBSK TEAM,0,519
SAHEB M1 VASUDEOPUR SARAI,0,215
SAHEB M1 VISHUNPUR KALYAN W-7,0,4
SAHEB S UMS BAIDHNATHPUR,0,802
SAHEBGANJ M MS GOURA WARD2,0,10
SAHEBGANJ MS PARSA SADAN,0,130
SAK M 1 GORIHAAR BARIYARPUR,0,20
SAK M1 BAJI BUJURG PANCHAYAT,0,30
SAK M1 BARIYARPUR PANCHAYAT,0,269
SAK M1 BERUA DIH PANCHAYAT,0,199
SAK M1 BHARTIPUR PANCHAYAT,0,30
SAK M1 GAURIHAR PANCHAYAT,0,164
SAK M1 KATESAR MARUYAHAN,0,10
SAK M1 KATESAR PANCHAYAT,0,30
SAK M1 MARWAN PANCHAYAT,0,70
SAK M1 PAIGAMBARPUR PANCHAYAT,0,439
SAK M1 RAJAPAKAR PANCHAYAT,0,"1,047"
SAK M1 RAMPUR MANI,0,338
SAK M1 RUPANPATTI AWC 150,0,193
SAK M1 RUPANPATTI MATHURAPUR,0,71
SAK M1 SAKRA WAZID PANCHAYAT,0,"1,089"
SAK M1 URB MAHILA THANA RAOD,0,139
SAK M2 BHARTIPUR PATSAMA,0,10
SAK M2 BHARTPUR BERADIH,0,10
SAK M2 CHANDANPATTI PANCHAYAT,0,30
SAK M2 DUBHA BUJURG PANCHAYAT,0,66
SAK M2 KESHOPUR PANCHAYAT,0,724
SAK M2 MACHHAHI PANCHAYAT,0,485
SAK M2 MAJHOULIYA SATPURA,0,10
SAK M2 MISHROLIYA PANCHAYAT,0,121
SAK M2 MOHIUDDINPUR,0,20
SAK M2 MURAHAR LOCHAN,0,540
SAK M2 RAGHUNATHPUR DONWAN,0,22
SAK M2 RAMPUR MANI PANCHAYAT,0,609
SAK M2 SAKRA WAZID PANCHAYAT,0,444
SAK M2 SHANKARPUR BIDIPUR,0,549
SAK M2 SIRAJABAAD PANCHAYAT,0,179
SAKRA BLOCK,0,10
SAKRA MS BEJHA,0,190
SAKRA S MS Ganiyari,0,"1,055"
SAR M MS DHANUPRA,0,9
SAR M1,0,10
SAR M1 BAKHRA PANCHAYAT,0,48
SAR M1 BASAITHA GOSAI CHHAPRA,0,40
SAR M1 BASAITHA UMS RATWARA,0,10
SAR M1 CHHITARI PANCHAYAT,0,316
SAR M1 KOLHUA CHHAPTAWA,0,10
SAR M1 KOLHUA LAXMIPUR ARAR,0,40
SAR M1 KOLHUA PANCHAYAT,0,40
SAR M1 MS BASAITHA GADH,0,273
SAR M1 RAJARAMPUR BALLI,0,171
SAR M2 AMBARA TEJ SINGH,0,108
SAR M2 BAKHARA PANCHAYAT,0,163
SAR M2 CHAK IBRAHIM PANCHAYAT,0,190
SAR M2 GOPINATHPUR DOKRA,0,270
SAR M2 KOLHUA MS KOLHUA,0,40
SAR M2 KOLHUA PANCHAYAT,0,10
SAR M2 KOLHUA RAMPUR FAGO,0,11
SAR M2 MANIKPUR PANCHAYAT,0,142
SAR M2 MARWAPAKAR,0,49
SAR M2 RAJARAMPUR PANCHAYAT,0,89
SAR M2 SARAIYA PANCHAYAT,0,128
SAR M2 UMS VISHUNPUR BASAITHA,0,140
SAR M2 URB POLYTECHNIC COLLEGE,0,67
SAR M2 URB PURANI BAZAR,0,60
SAR S MIDDLE SCHOOL KHAIRA,0,290
SAR S MS GOPINATHPUR DOKRA,0,679
SAR S MS SHEKHDHANWAT,0,90
SAR S PB GIJAS,0,449
SAR S PB MANIKPUR SHIV MANDIR,0,840
SAR S PS RAMKURWA,0,147
SAR S UMS SRIKRISHANPUR,0,319
SAR TE Raghwa Chhapra Bsnl Exc,0,350
SAR TE1 MS Gorigawa,0,47
SAR TE4 UMS Dhanupara,0,201
SARAIYA BS JAGARNAHTPUR DOKRA,0,516
SARAIYA HS RAGHWA CHHAPRA,0,6
SARAIYA HSC BASUDEVA,0,17
SARAIYA HSC MUZA,0,11
SARAIYA KV BAGHNAGRI,0,42
SARAIYA MS AYODHPUR,0,273
SARAIYA MS JUJHARPUR,0,206
SARAIYA MS RATANPUR DIHI,0,294
SARAIYA MS REWA BASANTPUR,0,128
SARAIYA NV KOLHUA,0,47
SARAIYA PS BARDAHA,0,580
SARAIYA UMS DATAPUR PACHBHIRWA,0,591
SARAIYA UMS HARIHARPUR,0,428
SARAIYA UMS LAXMIPUR ARAR,0,798
SARAIYA UMS PAGHIYA EMA BALAK,0,"1,247"
SARAIYA UMS SHIVPUR GHOGHRAHA,0,327
SARVODAYA CLF Of Jeevika,0,188
SBI Mithanpura,0,250
SD Parma Bharat Mata Chowk,0,100
SKMCH 18 Plus,0,"38,933"
SKMCH A,0,417
SKMCH B,0,123
SKMCH For 2nd Dose,0,"35,099"
SKMCH For Citizen,0,"5,289"
SSB Bela (Mushahari),0,384
SSB Bela Paroo,0,145
SSB SHQ 1 (Minapur),0,229
SSB SHQ Muzaffarpur,0,2
Sadar Hosp 18 Plus 2,0,"1,202"
Sadar Hospital For WWD 1,0,"2,196"
Sadar Hospital For WWD 2,0,25
Sadar Hospital For WWD 3,0,26
Sadar Hospital For WWD 4,0,28
Sadar Hospital For WWD 5,0,55
Sadar Hospital For WWD 6,0,41
Sadar Hospital Muzaffarpur,0,"11,167"
Sadar Hospital for FLW,4,"14,328"
Sadar Hospital for Health ICDS,0,138
Sadar Hospital2,121,"59,983"
Sah AWC 167 Emadpur,0,239
Sah AWC 188,0,200
Sah Bara Khursheda AWC 98,0,210
Sah Belkanti Dharhara PB,0,169
Sah Bhagwanpur Kashi AWC,0,203
Sah Bishambharapur Ward13,0,199
Sah Bishunpur Patti Madarsha,0,678
Sah Bishunpurpatti Harijan MS,0,207
Sah H.S Rajwara Ward 4,0,206
Sah HS Hussenpur Dudhbara,0,198
Sah HSC Bangra Nizamat,0,397
Sah HSC Saraiya,0,276
Sah K Chauk Gram Jan K Prishad,0,184
Sah Karnawl Pushtkalay AWC,0,125
Sah M1 TIKKA EXPRESS,0,200
Sah MS Basdevpur Saray East,0,203
Sah MS Bhagwanpur Kashi,0,135
Sah MS Bhaluhi Khan,0,152
Sah MS Bhaluhi Sikanadra,0,197
Sah MS Gaura Bhathandi,0,221
Sah MS Gopalpur,0,202
Sah MS Gopiganj,0,200
Sah MS Himmatpatti,0,200
Sah MS Jagdishpur,0,333
Sah MS Khemkarna,0,201
Sah MS Lodiya,0,215
Sah MS Manguranha Asali,0,186
Sah MS Prasauni Janhagir,0,196
Sah MS Sahdullepur,0,250
Sah MS Sanskrit Ahiyapur,0,177
Sah NP MS Balika,0,171
Sah NP MS Kotha Bazar,0,695
Sah NP MadrasaHanifia Kajichak,0,562
Sah NP Nawanagar NIJAMAT AWC 5,0,732
Sah NP Nawangar Nijamat Ward 7,0,383
Sah NP PS Sahebganj Urdu,0,455
Sah NP UMS Ashapatti AWC 2 Suk,0,"1,224"
Sah NP UMS Ashapatti Urdu,0,778
Sah NP UMS Makari Tola,0,508
Sah NP UMS Nawanagar Ward 11,0,526
Sah P S Rajwara Purbi,0,201
Sah PB Baidhnathpur,0,208
Sah PMSA CHC Sahebganj,0,82
Sah PS Bhaluhi Rasul Ward 2,0,192
Sah PS Deoshar Ashli,0,199
Sah PS Devdhara,0,200
Sah PS Dhanaiya Ward 2,0,154
Sah PS Fulsakra,0,182
Sah PS Gaura Ward 3,0,197
Sah PS Harijan Subhanpur,0,175
Sah PS Hindi Belkanti Dharhara,0,210
Sah PS Isha Chhapra,0,101
Sah PS Jagdishpur(RampurAsali),0,218
Sah PS Madhuban Suraj,0,209
Sah PS Madhubani,0,283
Sah PS Math Balgovind,0,190
Sah PS Mushari Tola,0,190
Sah PS Pakari Asali,0,166
Sah PS Saraiya Panchgachhiya,0,143
Sah PS Shivnagar,0,200
Sah PS Sujaula,0,189
Sah PS Suleman Chhapra Ward 8,0,122
Sah PSB Hussepur Jagdishpur,0,199
Sah PSB Saraiya,0,362
Sah Rampur Asali Awc 18,0,188
Sah S APHC Jeeta Chhapra,0,"3,482"
Sah S APHC Madhopur Hazari,0,"2,657"
Sah S APHC Manain,0,"1,368"
Sah S Balthi Gausi,0,20
Sah S HSC Adarsh G Saraiya,0,41
Sah S HSC Dhaniaya,0,238
Sah S Kachahari (Dak Bangla),0,164
Sah S MS Nawada Rajepur,0,126
Sah S Naman Koching Ward 6,0,232
Sah S PB Gaudha Saraiya Chauk,0,66
Sah S PB Gaura,0,223
Sah S PS Gopiganj,0,199
Sah S PS Jiraritola Ward 5,0,195
Sah S RK Mahuwa Hussepur Ratti,0,200
Sah S Rampur Bhikhan W 1,0,187
Sah S Sahebganj BALIKA W 8,0,177
Sah S UMS Bhathandi,0,184
Sah S UMS Dharmpur Ram,0,199
Sah S UMS Karnaul Chaturbhuj,0,301
Sah S UMS Pakari Asali,0,202
Sah S UMS Rampur Asli North,0,179
Sah SB Paharpur Manorath,0,206
Sah SB Prasauni Dubey,0,173
Sah SB Sariya Ward 14,0,217
Sah Samudayik B Bhathandi,0,225
Sah Tika Exa Jiratitola,0,329
Sah Tikka Exp RBSK,0,375
Sah Tikka Express Sahpurpatti,0,249
Sah UHS B Kalyan,0,217
Sah UMS Bairiya,0,145
Sah UMS Balthi Nursing,0,165
Sah UMS Belkanti Dharhara,0,413
Sah UMS Bhimpura,0,180
Sah UMS Dharopali,0,191
Sah UMS Halimpur,0,301
Sah UMS Hussepur Panchrukhiya,0,193
Sah UMS Lakhana,0,176
Sah UMS Mahamadpur Maksudan,0,171
Sah UMS Mahdaiya Math,0,194
Sah UMS Morhar,0,203
Sah UMS Naya Tola Madhubani,0,406
Sah UMS Pakari Basarat Balak,0,298
Sah UMS Pakari Basarat Kaneya,0,150
Sah UMS Parsa Sadan,0,201
Sah UMS RAMPUR KHURD,0,158
Sah UMS Salempur,0,213
Sah UMS Semra Nankar Hindi,0,185
Sah UMS Semra Nizamat,0,253
Sah UMS Teliya Chhapra,0,266
Sah URB ASHAPATTI AWC 71,0,223
Sah URB MAKRITOLA WARD 13,0,365
Sah URB N Parisad Awc 71,0,156
Sah Ward 4 Pani Tanki Nawalpur,0,196
Sahebg HSC Chainpur Basantpur,0,577
Sahebganj 18 Plus BRC Building,0,"9,636"
Sahebganj BASANTPUR AWc 88,0,136
Sahebganj CHC For 2nd Dose,0,"1,607"
Sahebganj CHC For WWD 1,0,20
Sahebganj CHC For WWD 2,0,19
Sahebganj CHC for FLW,0,"6,248"
Sahebganj HSC Ahiyapur,0,949
Sahebganj HSC Bangra Balu Tola,0,29
Sahebganj HSC Bangra Nizamat,0,408
Sahebganj HSC Bishunpur Kalyan,0,483
Sahebganj HSC Devdhara,0,194
Sahebganj HSC Dhanaiya,0,575
Sahebganj HSC Dharopalli,0,216
Sahebganj HSC Khodi Pakad,0,169
Sahebganj HSC Madhurapur,0,308
Sahebganj HSC Rajepur,0,363
Sahebganj HSC Rampur Asli,0,"1,522"
Sahebganj HSC Tarawan,0,"1,166"
Sahebganj M S Rupchhapra,0,7
Sahebganj MS Ahiyapur,0,623
Sahebganj MS Bahroachhapra,0,40
Sahebganj MS Dostpur,0,272
Sahebganj MS Jahura,0,305
Sahebganj MS Narhar,0,68
Sahebganj MS ROOP CHHAPRA,0,217
Sahebganj MS Rajwara,0,"1,620"
Sahebganj MS Rampur,0,243
Sahebganj MS Rasulpur,0,745
Sahebganj MS Teliya Chhapra,0,47
Sahebganj Math Halimpur,0,256
Sahebganj Ms Anandi Chhapra,0,204
Sahebganj PS Bhaluhi Rashul,0,380
Sahebganj PS Nilkanth Karnaul,0,121
Sahebganj S BASUDEVPUR SARAI,0,183
Sahebganj S Chakwa Jagdishpur,0,516
Sahebganj S JAGDISHPUR,0,863
Sahebganj S MS Balak,0,"3,991"
Sahebganj S MS Hussepur P,0,252
Sahebganj S PS Dariya Chhapra,0,396
Sahebganj SM Rampur,0,463
Sahebganj Souk PIT Mahavir Mad,0,242
Sahebganj UMS Gidha,0,192
Sahebganj UMS GulabPATTI,0,297
Sahebganj UMS HussepurDubandha,0,20
Sahebganj UMS Khursheda,0,389
Sahebganj UMS Kotha Bajar,0,153
Sahebganj UMS M Maksudan,0,63
Sahebganj UMS Panchrukhiya,0,337
Sahebganj UMS Semra Nankar,0,226
Sahebganj UMS Shahdullepur,0,220
Sahebganj UMS Situahi,0,794
Sahebganj UMS Somgadh,0,7
Sahebganj USM Bhagwanpur,0,365
Sahebganj Ums Baitapur,0,271
Sak 1 TE APHC Bejha,0,91
Sak 1TE APHC Bejha,0,356
Sak 2 TE Sarmastpur,0,100
Sak 3TE Hussepur,0,261
Sak 4TE Dihuli,0,191
Sak TE Chaktave Maniyari,0,133
Sak TE Gopalpur,0,207
