state,today,total
Sak TE Kateshar1,0,360
Sak TE Kateswar2,0,353
Sak TE Keshopur,0,75
Sak TE Methora,0,160
Sak TE Mushartola,0,128
Sak TE Rasulpur,0,235
Sak TE Ratanpur,0,335
Sak TE Team1 Narsinghpur,0,347
Sak TE1 APHC Bejha,0,314
SakTE3 Majholiya,0,257
Sakra 18 Plus HS Sakra,0,"3,937"
Sakra 18 Plus HS Sakra East,0,"1,909"
Sakra APHC Bejha,0,"3,866"
Sakra APHC Bejha (B),0,195
Sakra APHC Dubha,0,808
Sakra APHC Mura Halochanpuar,0,"1,201"
Sakra APHC Mura Harlo. (A),0,153
Sakra APHC Ratanpur,0,777
Sakra AWC 168,0,50
Sakra BS Bariyarpur,0,840
Sakra BS Dubha,0,253
Sakra Bajid RBSK,0,163
Sakra Block Spl Camp,0,10
Sakra Faridpur PB (A),0,"2,531"
Sakra Faridpur PB (B),0,183
Sakra Faridpur RBSK,0,437
Sakra Gannipur Math,0,520
Sakra HS Partirajpur Gaurihar,0,274
Sakra HS Pipri Chandanpatti,0,"1,763"
Sakra HSC Bagahi,0,254
Sakra HSC Bariyarpur,0,"1,719"
Sakra HSC Bazi,0,176
Sakra HSC Bishunpur Baghnagari,0,422
Sakra HSC Firojpur (B),0,135
Sakra HSC Firozpur,0,"1,332"
Sakra HSC Gopalpur,0,299
Sakra HSC Jhitkahi,0,773
Sakra HSC Keshopur,0,"1,908"
Sakra HSC Majhaulia,0,599
Sakra HSC Ramnagar LaxmanNagar,0,208
Sakra HSC Sanghopatti,0,707
Sakra HSC Siho JEEVIKA,0,180
Sakra HSC Simra Keshopur,0,304
Sakra HSC Susta Rampur Krishna,0,745
Sakra Hsc Dubha,0,859
Sakra Keshopur AWC 59,0,170
Sakra Keshopur AWW 326 Ward 3,0,321
Sakra Keshopur Ward.No-8 (A),0,159
Sakra Keshopur Ward.No-8 (B),0,145
Sakra Kishan Bhawan Berua Dih,0,714
Sakra MD Sirajabad,0,214
Sakra MS Baji Buj Mukhiya Chok,0,670
Sakra MS Bajitpur Ashok,0,190
Sakra MS Berua Dih,0,433
Sakra MS Bharwari Marwan,0,734
Sakra MS Bidhipur,0,161
Sakra MS Bis. Baghngari (A),0,143
Sakra MS Bishunpur Baghnagri,0,539
Sakra MS Chandanpatti (B),0,359
Sakra MS Chandanpatti JIVIKA,0,"1,388"
Sakra MS Chausima,0,572
Sakra MS Gopalpur,0,201
Sakra MS Harpur Krishna,0,463
Sakra MS Jhitkahi (B),0,161
Sakra MS Jhitkahi Raghunathpur,0,"1,276"
Sakra MS Lakshamipur Beruadih,0,370
Sakra MS Machahi (A),0,601
Sakra MS Machahi (B),0,91
Sakra MS Madhusudanpur,0,359
Sakra MS Marwan,0,208
Sakra MS Mathurapur Govindpur,0,232
Sakra MS Mishrauliya,0,"2,013"
Sakra MS Mishrauliya (B),0,156
Sakra MS Misraulia,0,220
Sakra MS Muriyari,0,300
Sakra MS Paigambarpur,0,418
Sakra MS Rajapur (A),0,155
Sakra MS Rajapur (B),0,139
Sakra MS Rampur Bhasaon,0,127
Sakra MS Ratanpur,0,239
Sakra MS Sabha (B),0,71
Sakra MS Sahpur Junaid,0,279
Sakra MS Simra Keshopur,0,692
Sakra Machahi RBSK,0,"1,134"
Sakra Mai Asthan Baji Buzurg,0,254
Sakra Mandai Khurd AWW 188 (A),0,383
Sakra Mandai Khurd AWW 188 (B),0,180
Sakra PAIGAMBARPUR AWW 113,0,584
Sakra PB Baji Buzurg,0,600
Sakra PB Bejha,0,491
Sakra PB Dihuli Ishaq,0,"5,767"
Sakra PB Donma Hat,0,"1,631"
Sakra PB Gaurihar,0,"2,706"
Sakra PB Jagdispur Baghnagri,0,"1,137"
Sakra PB Katesar,0,"1,517"
Sakra PB Mura Harlochanpur,0,143
Sakra PB Murvan Ajijnagar,0,"1,033"
Sakra PB Rajapakar,0,332
Sakra PB Sarmastpur,0,"2,114"
Sakra PB Sarmastpur (B),0,172
Sakra PB Shirajabad,0,723
Sakra PB Susta,0,176
Sakra PS BAKHRI PAIGAMBARPUR,0,130
Sakra PS Bajid,0,717
Sakra PS Bajitpur Ashog (A),0,44
Sakra PS Bajitpur Ashog (B),0,59
Sakra PS Bariyarpur,0,10
Sakra PS Bharthipur,0,"1,787"
Sakra PS Chakdah Pachdahi,0,493
Sakra PS Dharmpur Susta,0,10
Sakra PS Donma,0,21
Sakra PS Faridpur Kanya,0,811
Sakra PS Gopalpur,0,33
Sakra PS Gourihar Man,0,20
Sakra PS Jogni Jaga,0,780
Sakra PS Kan Maniyari,0,50
Sakra PS Kanya Dubaha,0,222
Sakra PS Kariwana J Baghngri,0,209
Sakra PS Kuleshara,0,30
Sakra PS Kuleshra (A),0,155
Sakra PS Kuleshra (B),0,173
Sakra PS Kutbpur,0,10
Sakra PS Laxmipur,0,306
Sakra PS Madhusudanpur,0,10
Sakra PS Mahmadpur Buzurg,0,222
Sakra PS Majhauliya HINDI,0,903
Sakra PS Maruaha,0,348
Sakra PS Mathurapur Mukund,0,200
Sakra PS Mushari Ram (A),0,156
Sakra PS Mushari Ram (B),0,52
Sakra PS Paharpur Urdu,0,13
Sakra PS Parsuram Pachdahi,0,246
Sakra PS Pipri,0,255
Sakra PS Sahupur Junaid,0,457
Sakra PS Sapahi,0,162
Sakra PS Sapahi (B),0,131
Sakra PS Siho,0,239
Sakra PS Sujawalpur Urdu,0,327
Sakra Paitrapur Kahar Tola,0,492
Sakra RH For 2nd Dose,0,"1,412"
Sakra RH For WWD 2,0,249
Sakra RH II,0,"2,074"
Sakra RH for FLW,0,"15,072"
Sakra Ramfal Sheba Sansthan,0,370
Sakra Rampur Mani PB,0,360
Sakra SB Mahmadpur Bhopat,0,"1,006"
Sakra SB Ramnagar,0,140
Sakra Sai Hospital Repura,0,469
Sakra Sarmastpur PB,0,"2,013"
Sakra Siho APHC (B),0,92
Sakra UMS Majhaulia Satpura,0,827
Sakra UMS Marwan Yadav Tola,0,230
Sakra UMS Satpur Buzarg (B),0,20
Sakra UMS Simra,0,248
Samudayak Bhawan MS Das Gali,0,100
Sar M1 UMS Urdu Gorigawa,0,185
Sar M2 MS Gorigawa,0,256
Sar M3 PS Shivpur,0,201
SarTE1 Middle School Sirkohiya,0,214
Saraiya 18 Plus HS Manikpur N,0,"5,129"
Saraiya 18 Plus HS Manikpur S,0,"2,466"
Saraiya 45 Plus High School,0,12
Saraiya AB Jagarnathpur Dokra,0,208
Saraiya AJS Datapur,0,130
Saraiya APHC Ajijpur Belwar,0,128
Saraiya APHC Bakhra,0,586
Saraiya APHC Gopalpur Neura,0,753
Saraiya APHC Jaitpur,0,"1,826"
Saraiya AWC 78 Narayanpur Fak,0,202
Saraiya AWC 79 Paigambarpur,0,265
Saraiya Aphc Gangoulia,0,208
Saraiya Aphc Raipur Mahadev,0,"1,039"
Saraiya Awc 230 Khaira,0,190
Saraiya Awc 365 Parahia,0,260
Saraiya BRC Office,0,299
Saraiya BS Rupauli,0,39
Saraiya Basaitha Bajar Both 1,0,299
Saraiya Block Office,0,199
Saraiya Both 1 Basaitha Bajar,0,370
Saraiya Brahmsthan Rupouli,0,223
Saraiya C Hall Tilbihta,0,200
Saraiya CH GO NARAYAN POKHAR,0,200
Saraiya CH Shivri Gopinathpur,0,389
Saraiya CHC B,0,9
Saraiya CHC for FLW,0,"2,396"
Saraiya CLF Kranti,0,446
Saraiya Design B Bahilwara G,0,210
Saraiya G KACHHARI VISHUNPUR K,0,274
Saraiya HS Rewa Dakshini,0,476
Saraiya HSC AJIJPUR,0,493
Saraiya HSC Amrapali,0,407
Saraiya HSC Baniya,0,200
Saraiya HSC CHAKNA,0,380
Saraiya HSC Dubiyahi,0,75
Saraiya HSC GANGOLIYA,0,"1,460"
Saraiya HSC GIJAS,0,232
Saraiya HSC HARIHARPUR,0,15
Saraiya HSC Kueya,0,324
Saraiya HSC PAHARPUR,0,51
Saraiya HSC POKHRAIRA,0,348
Saraiya HSC Rewa Basantpur,0,218
Saraiya HSCBahilwaraPandeyTola,0,358
Saraiya HWC Dhanupra APHC,0,493
Saraiya Hsc Berua,0,342
Saraiya Hsc Chakna,0,201
Saraiya Jaitpur Collage Campus,0,335
Saraiya KP W 15 BASANTPUR N,0,200
Saraiya KV Gorigawa,0,270
Saraiya KV Near PB Dubiyahi,0,161
Saraiya Kabir Math Chakna,0,217
Saraiya Kanya Pathshala Rewa,0,261
Saraiya M1 APHC Gangolia,0,311
Saraiya M1 MS Jujharpur,0,240
Saraiya M1 PS Nargi Jivnath,0,229
Saraiya M2 MS Basantpur Patti,0,299
Saraiya M2 MS Dhanupra,0,250
Saraiya M2 MS Marwapakar,0,300
Saraiya M3 CH Rewadih,0,205
Saraiya M3 HS Raghwa Chhapra,0,156
Saraiya MB Repura Rampur Vish,0,240
Saraiya MS Aropur,0,259
Saraiya MS Baniya,0,200
Saraiya MS Basaitha Gadh,0,304
Saraiya MS Basantpur Patti,0,173
Saraiya MS Basantpur Uttri,0,17
Saraiya MS Basra Sukul,0,200
Saraiya MS Basudeva,0,813
Saraiya MS Birpur,0,170
Saraiya MS Chakbajo,0,445
Saraiya MS Chhitri,0,463
Saraiya MS Dhanupra,0,347
Saraiya MS Gorigawa,0,257
Saraiya MS Jaintpur,0,301
Saraiya MS Lalpura,0,350
Saraiya MS Madhaul,0,184
Saraiya MS Mahamadpur Baya,0,433
Saraiya MS Muja,0,25
Saraiya MS Sirkohiya Kanya,0,287
Saraiya Mai Sthan Basuchak,0,344
Saraiya Mushar Vidyalay Bsantp,0,600
Saraiya NPS Mahamadpur Chakiya,0,257
Saraiya Nargi Jivnath Awc 137,0,297
Saraiya PB Amaitha,0,"1,011"
Saraiya PB Baghnagri,0,310
Saraiya PB Bahilwara Bhuwal,0,191
Saraiya PB Bakhra,0,150
Saraiya PB Bishunpur Kesho,0,250
Saraiya PB Gopi Dhanwat,0,417
Saraiya PB Nargi Jivnath,0,31
Saraiya PB Pokhraira,0,619
Saraiya PS Ambara Chowk,0,120
Saraiya PS Atrauliya,0,190
Saraiya PS Ayodhpur,0,200
Saraiya PS BAHURIYA TIWARI TOL,0,300
Saraiya PS Bahilwara PandyTola,0,300
Saraiya PS Bahilwara SukulTola,0,28
Saraiya PS Bangra Rabi,0,311
Saraiya PS Basra Sukul,0,71
Saraiya PS Belwar Tola Ajijpur,0,205
Saraiya PS Berua Purbi Sc Tola,0,300
Saraiya PS Chakiya,0,210
Saraiya PS Chakmadhua,0,210
Saraiya PS Datapur,0,30
Saraiya PS Dhanrajpur,0,200
Saraiya PS GADHTOLA,0,170
Saraiya PS Gijas Library,0,300
Saraiya PS Gopalpur Neura Purv,0,299
Saraiya PS Gopidhanwat,0,529
Saraiya PS HARPUR GAUS,0,262
Saraiya PS Harpur Beni,0,399
Saraiya PS JAINTPUR,0,461
Saraiya PS Jalalpur Ward 12,0,312
Saraiya PS KUTRUM KOLHUA,0,580
Saraiya PS Kukuriya,0,209
Saraiya PS MISHRAULIA,0,237
Saraiya PS Madhopur Chakari,0,201
Saraiya PS Mangosar Amaitha,0,321
Saraiya PS Muja Malikana,0,270
Saraiya PS NARGI JIVNATH,0,352
Saraiya PS Paswan Tola Gorigaw,0,280
Saraiya PS Pipra Gaus SC Tola,0,201
Saraiya PS Vishunpur Dubiyahi,0,278
Saraiya Rewa Ghat Mandir Parsr,0,249
Saraiya Rupouli Jhansi,0,444
Saraiya S Basic School Rupouli,0,568
Saraiya S CHC 18 Plus,0,"11,171"
Saraiya S High Sc Pokhraira,0,360
Saraiya S MS Manikpur,0,"1,074"
Saraiya S PB REWA,0,894
Saraiya S PS Basokund,0,767
Saraiya S PS Karihara Mushar T,0,179
Saraiya S UMS AMAITHA,0,226
Saraiya S UMS Mungauli,0,930
Saraiya SSC Muja,0,160
Saraiya Shiv Mand Jagrnathpur,0,212
Saraiya Teliphone EX Basantpur,0,413
Saraiya UHS GAYA CHOWK,0,304
Saraiya UHS Rajarampur,0,170
Saraiya UMS ASHOK STAMBH,0,120
Saraiya UMS Abhuchak,0,303
Saraiya UMS Aima Mungouli,0,392
Saraiya UMS BAHILWARA GOVIND,0,323
Saraiya UMS BHUWALD KURMI TOLA,0,410
Saraiya UMS Baghnagri Balak,0,200
Saraiya UMS BahilwaraR Utari K,0,483
Saraiya UMS Balli Saraiya,0,304
Saraiya UMS Berua,0,310
Saraiya UMS Bhatoulia,0,295
Saraiya UMS Chakna Urdu,0,582
Saraiya UMS Gangolia Bara Par,0,242
Saraiya UMS Gangoliya,0,20
Saraiya UMS Govindpur,0,201
Saraiya UMS Harpur,0,480
Saraiya UMS Jalalpur,0,243
Saraiya UMS Kolhua Navin,0,300
Saraiya UMS Kolwara,0,300
Saraiya UMS Muslim Tola RRV,0,299
Saraiya UMS Navada,0,200
Saraiya UMS Paharpur Maqtab,0,300
Saraiya UMS Paigmabarpur,0,623
Saraiya UMS RK Dubiyahi,0,200
Saraiya UMS Rampur Doman,0,170
Saraiya UMS Rararampur,0,103
Saraiya UMS Ratanpura,0,221
Saraiya UMS Saraiya Kothi,0,213
Saraiya UMS Shivri,0,477
Saraiya UMS Sujawalpur,0,595
Saraiya UMS Tilak Pakari,0,116
Saraiya UMS Turkauliya,0,310
Saraiya UMS VISHWAMBHAR PUR,0,601
Saraiya UMS Vishunpur Basant,0,629
Saraiya Urdu Maqtab Tilbihta,0,310
Saraiya Vishambharpur Maqtab,0,281
Sariaya PS Gidha,0,201
Sariaya UMS Khorampur,0,371
Shanti Kutir,0,41
Sital Gupta Jogiyamath Me,0,70
TE Urban Mithanpura,0,161
TE1 KAN MS KOLHUA BAIRIYA,0,242
TE1 Kan Sarkari School,0,180
TE1 Kanti APHC Harchanda,0,117
TE1 Middle School Muraul,0,31
TE1 SAK BISHUNPUR BAGHNAGRI,0,200
TE1 SAK HARPUR,0,104
TE1 SAK HSC BISHANPUR BAGHNAGH,0,208
TE1 SAK HSC JOGNI,0,184
TE1 SAK JOGNI,0,231
TE10 Kanti Bagahi,0,260
TE11 Mithanpura Chowk,0,380
TE2 KAN PS BHERIYHI SALONA,0,243
TE2 Mahadalit Tola Sahebganj,0,150
TE2 SAH AWC-99 DHANAIYA,0,170
TE2 SAH GAURA MIDDLE SCHOOL,0,200
TE2 SAH MID SCH NIRPUR CHOWK,0,150
TE2 SAH TBS DARWA SHAHPURPATTI,0,110
TE2 SAH UMV MDT SHAHPURPATTI,0,170
TE2 SAH UUV SHAHPURPATTI,0,180
TE2 SAH W04 AWC-100 DHANIYA,0,170
TE2 SAH W14 SB PAKDI BASHART,0,200
TE2 SAK RAMPUR MANI,0,170
TE2 Sakra Kan Maniyari,0,166
TE2 Sakra MS Chandanpatti,0,350
TE3 Jogani,0,201
TE3 KAN APHC HARCHANDA,0,231
TE3 KAN AWC19 BIRPUR,0,200
TE3 KAN JASODA MATH,0,211
TE3 KAN MINI BLOCK SAIN,0,200
TE3 KAN SANSKRIT SCHL BAKATPUR,0,229
TE3 KAN UMS SADIKPUR,0,233
TE3 Katra Sohagpur,0,170
TE3 MOT Samudayik Bhawan,0,307
TE3 SAH MDT SHAHPURPATTI,0,180
TE3 SAK SIRAZABAD,0,175
TE4 MOT HARDI SB MATH SHIV MAN,0,506
TE4 MOT MS PACHRUKHI MUS TOLA,0,300
TE4 MOT Mahima Gopinathpur,0,300
TE4 MOT SB BHT BARIYARPUR EAST,0,302
TE4 MOT W01 SM LAXMINIYA BAR W,0,354
TE4 SAK GANIYARI,0,160
TE4 SAR Samudayik Bhawan,0,400
TE5 KAN HSC BANGRA CHAUPAN,0,200
TE5 KAN MS KOLHUA BAIRIYA,0,251
TE5 MOT Satyameva School,0,352
TE5 Urb Muzzafarpur,0,180
TE6 MOT Pustakalay Bhawan,0,306
TE7 SAK Paigambarpur A,0,212
TE8 SAK Paigambarpur B,0,549
TE9 Kanti Mustafapur,0,300
TEEKA WALI NAAV KATRA MZF,0,"1,239"
Tika Exp 19 Jun 21,0,76
UMS Balthi Raisi,0,180
UMS Bishunpur Dhanraj,0,13
UMS Chainpur,0,453
UMS Dariyapur Kafen,0,"1,544"
UMS Fatehpur,0,487
UMS Gopalpur,0,306
UMS Gorihari,0,316
UMS Jiyan,0,616
UMS Khemkarna,0,427
UMS Tarsan,0,892
UPHC Aghoria Bazar,0,"6,724"
UPHC Balughat,0,"3,606"
UPHC Bharampura,0,100
UPHC Brahampura,1,"10,791"
UPHC Kanhauli,0,"3,881"
URB -Civil Court,0,"5,885"
URB ANM School,0,332
URB Alpsankhyank Kalyan,0,44
URB Amarnath Mandir Kalambagh,0,79
URB Atardah Near Ward House,0,107
URB B.B. Ganj Railway Colony,0,181
URB B.B.GANJ Madharsa Maripur,0,120
URB BAL Andigola Road,0,667
URB BALU Balughat Colony,0,375
URB BALU PURANI BAZAR Naka MUZ,0,472
URB BRA Anda Godam Maripur,0,"1,413"
URB BRA JDUOFFICE IMLCHATI KE,0,359
URB BRA Nilkanth Chowk Shiv Ma,0,283
URB BRA Shital Gpt Ward Ke Pas,0,503
URB BRAH DAUDPUR KOTHIKALINDI,0,846
URB Balaji Clinic,0,301
URB Balughat Colony,0,"4,134"
URB Brijbihari Lane Brahampura,0,"1,910"
URB Chaturbhuj Marg,0,220
URB Chauhan Bhawan,0,37
URB Chhoti Kalyani Chowk,0,40
URB Chhoti Kalyani Chowk,0,868
URB Chuna Factory Reliance Pet,0,910
URB DN High School,0,"8,771"
URB Durga Mandir Gannipur,0,269
URB Durga Mandir Sanjay Cinema,0,201
URB Dutta Compund,0,214
URB Gajendra Sah Near Mayor,0,183
URB Gandhi Pustkalay Gola Road,0,133
URB Gold Gym Maripur,0,116
URB H.P.O Company Bag,0,403
URB Hari Bhawan,0,"1,177"
URB Indian Oil CorporationLPG,0,792
URB Jubba Sahni Park,0,"2,889"
URB KAN Haji Colony Mithanpura,0,"1,117"
URB KAN Jail CHOWK AMRUD BAGAN,0,"1,539"
URB Kalambagh Chowk,0,"1,224"
URB Kila Maidan,0,708
URB Leprosy Mission Hospital,0,"1,089"
URB MCH Building( DH),75,"14,637"
URB MDDM Collage Muz,0,"1,024"
URB Mahamaya Astan Juran Chapr,0,160
URB Mai Sasthan Rajvag,0,220
URB Majhaulia Road,0,"1,297"
URB Mata Kishori Devi Dental C,0,765
URB Mehdi Hasan Chowk Petrol P,0,628
URB Modi Clinic,0,514
URB Muzaffarpur Hospital,0,958
URB NR PetrolPump Akharaghat R,0,"1,264"
URB Nunfar Samudaik Bhawan,0,170
URB NunfarGali Triloki Mandir,0,"1,250"
URB Orient Club Ward 30,0,407
URB Pandey Gali Near WardHouse,0,"1,223"
URB Parti Tola Andi Gola,0,234
URB Petrolpum Akharaghat,0,30
URB Pokhari Pir Anandmarg Rd,0,"1,548"
URB Pokhariapir Anand Marg W32,0,111
URB Pokhariya Pir,0,55
URB Police Line Bramhapura,0,210
URB Police Line Muz Near Laxmi,0,"3,112"
URB Police Line Road,0,"1,661"
URB Pradhan Hospital,0,785
URB Pratima ITI,0,"1,422"
URB Pratima ITI PVT,0,621
URB Quraishi Vivah Bhawan,0,200
URB Railway Health Centre,0,"6,187"
URB Rambag Laxmi Brekari,0,"1,750"
URB Rani Sati Mandir,0,"1,935"
URB Rasulpur Jilani Majhaulia,0,"1,699"
URB Ratna Vivah Bhawan,0,80
URB S BB Collegiate Hall 1,0,"7,016"
URB S BB Collegiate Hall 2,0,957
URB S Zila School,0,"7,645"
URB Sailesh Asthan,0,99
URB Samaharnalaya Parisar Muz,0,580
URB Santoshi Mata Mandir,0,685
URB Shiv Mandir Shivpuri,0,"5,072"
URB Shiv Shakti Sthan,0,"6,912"
URB Shivmanglam Tent House,0,745
URB Shobha Devi Ke Ghar,0,100
URB Sikandarpur Stadium,0,"1,333"
URB Sikandarpur Stadium,0,326
URB Siya Masij,0,"2,065"
URB Sutapatti Road,0,"1,411"
URB TE1 18-45 W 49 PHASE1 BELA,0,286
URB TE1 18-45 W02 SANJAY CINEM,0,257
URB TE1 18-45 W03 BRAHMPURA,0,174
URB TE1 18-45 W04 N HEMANT PHA,0,170
URB TE1 18-45 W06 DARWARE HUSA,0,160
URB TE1 18-45 W09 GOLD GYM MAR,0,81
URB TE1 18-45 W11 GN MANDIR,0,223
URB TE1 18-45 W11 GUJRATI MUHA,0,173
URB TE1 18-45 W13 RATNA VILAS,0,213
URB TE1 18-45 W14 SD INTER SCH,0,200
URB TE1 18-45 W15 MMHM NAZIRPU,0,244
URB TE1 18-45 W16 KAMRA MUH,0,148
URB TE1 18-45 W18 BMP 6 KANHAU,0,306
URB TE1 18-45 W18 VIYAHUT VI B,0,253
URB TE1 18-45 W23 CHAM OF COMM,0,"1,109"
URB TE1 18-45 W26 CA CHHAT CHO,0,130
URB TE1 18-45 W26 POLTECH COLL,0,154
URB TE1 18-45 W27 DUMRI GOBERS,0,204
URB TE1 18-45 W27 LS COLL CAMP,0,150
URB TE1 18-45 W30 NEAR CBI AB,0,268
URB TE1 18-45 W31 KACHHI-PAKKI,0,"2,037"
URB TE1 18-45 W34 SHANKARPURI,0,126
URB TE1 18-45 W36 L1 SSP MITHA,0,151
URB TE1 18-45 W38 KASHISH NEWS,0,92
URB TE1 18-45 W38 KHURESHI VB,0,61
URB TE1 18-45 W38 KURAISI VI B,0,273
URB TE1 18-45 W38 KVB PUR GUD,0,264
URB TE1 18-45 W39 MARWARI Y M,0,150
URB TE1 18-45 W39 PURANI GUDAR,0,215
URB TE1 18-45 W40 BALAJEE PAR,0,352
URB TE1 18-45 W40 FARIDI KATRA,0,101
URB TE1 18-45 W41 NIRALA NIKT,0,201
URB TE1 18-45 W43 C.N-40,0,153
URB TE1 18-45 W45 C.N-225,0,181
URB TE1 18-45 W47 C.N-122,0,267
URB TE1 18-45 W47 NTV KH BH RD,0,121
URB TE1 18-45 W49 C.N-116,0,182
URB TE1 18-45 W49 C.N-116 BELA,0,"1,647"
URB TE1 18-45 W49 C.N-120,0,141
URB TE1 18-45 W49 C.N-121,0,131
URB TE1 18-45 W49 C.N-122,0,122
URB TE1 18-45 W49 SAI PAC BIA,0,175
URB TE1 45 W40 GREEN HOUSE,0,112
URB TE1 45 W43 C.N-40,0,122
URB TE1 45 W45 C.N-225,0,60
URB TE1 45 W45 RMV MALIGHAT,0,"1,478"
URB TE1 45 W47 PICK N PAY MALL,0,61
URB TE1 45 W48 C.N-111,0,90
URB TE2 18-45 W 19 MAIASTHAN,0,243
URB TE2 18-45 W0 JP NGR PARS M,0,230
URB TE2 18-45 W00 KIDZE SCHOOL,0,153
URB TE2 18-45 W03 SADADPUR M S,0,174
URB TE2 18-45 W05 H SUBHKAMNA,0,66
URB TE2 18-45 W07 SWA SAH COL,0,200
URB TE2 18-45 W10 KABRISTAN MR,0,121
URB TE2 18-45 W11 NAND VIV BHA,0,176
URB TE2 18-45 W11 YOGIYA MATH,0,110
URB TE2 18-45 W12 HARPUR LAHAU,0,107
URB TE2 18-45 W20 BANK ROAD HM,0,248
URB TE2 18-45 W20 MYM SAR GANJ,0,261
URB TE2 18-45 W22 C.N-185,0,133
URB TE2 18-45 W22 RUKMINI VI B,0,204
URB TE2 18-45 W22 WARD PRSAD H,0,162
URB TE2 18-45 W25 CHANDRALOK,0,142
URB TE2 18-45 W25 CHUNA GALI,0,141
URB TE2 18-45 W27 CHHATA CHOWK,0,187
URB TE2 18-45 W27 S PURI MANG,0,166
URB TE2 18-45 W27 SHIVPURI,0,169
URB TE2 18-45 W29 MT GANNIPUR,0,249
URB TE2 18-45 W30 MAHINDRA TRA,0,226
URB TE2 18-45 W30 RANI SATI MA,0,296
URB TE2 18-45 W30 UPHC AGH BAZ,0,106
URB TE2 18-45 W31 HASAN CHAK,0,244
URB TE2 18-45 W32 POKHARIYAPIR,0,145
URB TE2 18-45 W33 RATW KAC PAK,0,111
URB TE2 18-45 W33 RATWRA KA PA,0,103
URB TE2 18-45 W33 SAMUDAIK BHA,0,203
URB TE2 18-45 W35 HARI NARN MV,0,148
URB TE2 18-45 W36 SS PATH,0,151
URB TE2 18-45 W37 CURCH ROAD,0,188
URB TE2 18-45 W37 NEEL JAL FAC,0,154
URB TE2 18-45 W38 M N RAMBA RD,0,229
URB TE2 18-45 W38 RANGILA FW C,0,219
URB TE2 18-45 W39 BHIM SERIYA,0,297
URB TE2 18-45 W39 PUR GUDARI,0,255
URB TE2 18-45 W41 NOORIYA MADR,0,213
URB TE2 18-45 W47 JAK RAJPUT D,0,158
URB TE2 18-45 W49 BANDH C BELA,0,125
URB TE2 18-45 W49 PRATAP VI BH,0,211
URB TE2 18-45 W49 S MAN SERPUR,0,218
URB TE2 45 W10 S SANGH MARIPUR,0,73
URB TE2 45 W23 GOKHLEPURI VID,0,53
URB TE2 45 W24 LOHIA COLLAGE,0,81
URB TE2 45 W25 C.N-89,0,80
URB TE2 45 W36 HMV MITHNAPURA,0,62
URB TE2 45 W37 CURCH ROAD,0,66
URB TE2 BALUGHAT,0,"1,617"
URB TE2 Chitragupt Association,0,101
URB TE3 18-45 W 46 MADARSA,0,82
URB TE3 18-45 W0 RATWARA KPC,0,211
URB TE3 18-45 W03 SADADPUR MS,0,271
URB TE3 18-45 W05 BRAHMPURA PH,0,181
URB TE3 18-45 W05 IKBAL HUS RD,0,194
URB TE3 18-45 W11 JOGIYA MATH,0,177
URB TE3 18-45 W11 MOTIPUR,0,400
URB TE3 18-45 W14 SHEKHPUR DHA,0,252
URB TE3 18-45 W15 C.N- 237,0,115
URB TE3 18-45 W15 UPHC BALUGHA,0,107
URB TE3 18-45 W16 KAMRA MOHL,0,195
URB TE3 18-45 W16 LAKRIDHAHI,0,151
URB TE3 18-45 W17 JANGALI M S,0,107
URB TE3 18-45 W18 DUMR MAH MAN,0,200
URB TE3 18-45 W18 KALI KOTHI,0,164
URB TE3 18-45 W18 MISHRA TOLA,0,240
URB TE3 18-45 W18 NIT AYU COLL,0,89
URB TE3 18-45 W19 C.N-202,0,109
URB TE3 18-45 W19 SATYANAR MAN,0,200
URB TE3 18-45 W21 BRAHM TOLI,0,180
URB TE3 18-45 W21 GARIB NATH,0,282
URB TE3 18-45 W27 DUMR HAN MAN,0,209
URB TE3 18-45 W27 HALDI RAM RE,0,226
URB TE3 18-45 W30 AB MD TOLA,0,192
URB TE3 18-45 W30 S MAN SERPUR,0,100
URB TE3 18-45 W31 ABHA T T COL,0,221
URB TE3 18-45 W31 KUMHAR TOLA,0,141
URB TE3 18-45 W32 VS GANNIPUR,0,154
URB TE3 18-45 W33 NEEL CHOWK U,0,262
URB TE3 18-45 W36 ELE GREED RD,0,155
URB TE3 18-45 W37 ADARSH VIVAH,0,204
URB TE3 18-45 W38 KASIS NEWS,0,214
URB TE3 18-45 W39 SATPURA RAIL,0,136
URB TE3 18-45 W41 RAMBAGH,0,133
URB TE3 18-45 W41 SHANKAR ASTH,0,208
URB TE3 18-45 W43 PRC KANHAULI,0,121
URB TE3 18-45 W45 SYED COL MG,0,152
URB TE3 18-45 W48 IN AREA BELA,0,114
URB TE3 18-45 W48 LAXMI NR NGR,0,157
URB TE3 18-45 W49 JDPK CLINIC,0,122
URB TE3 45 W01 JHITKAIYA MS,0,44
URB TE3 45 W11 NUNPHAR SG,0,70
URB TE3 45 W14 AK G CN- 294,0,50
URB TE3 45 W15 K NGR S MANDIR,0,110
URB TE3 45 W16 C.NO-295,0,42
URB TE3 45 W33 UMS NEEM CHAWK,0,"1,814"
URB TE4 18-45 W 27 DUMRI H MAN,0,308
URB TE4 18-45 W 48 KURMI TOLA,0,150
URB TE4 18-45 W00 CRPF CAMP JH,0,155
URB TE4 18-45 W00 HASAN CHAK,0,150
URB TE4 18-45 W00 KIDZE SCHOOL,0,202
URB TE4 18-45 W01 HOUSE OF KP,0,210
